"Tag","population","ID","gh_bench","gh_col","gh_row","Sample","ChlorA","ChlorB","gluc_Conc","flav_Conc","GM_Leaf_Len","GM_Leaf_Wid","GM_TotalLeaf_Area","GM_NumberOfLeaves","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","RGR1","RGR2","RGR3","RGR4","petri_dish","family","common_garden","mortality"
"c|MHBUR1-4-20|Q|335","MHBUR1","335",1,1,19,"335_2",0.537634875,0.26105286,0.179840398,0.109102744,67,70,12764,5,6,5,"4","4","3","3",7.56e-07,8.37e-07,5.79e-08,3.38e-08,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|336","MHBUR1","336",4,4,6,"336_1",0.404022385,0.109300475,0.306493612,0.169830894,32,31,9444,3,5,2,"Dead","Dead","Dead","Dead",7.4e-07,9.76e-09,-1.41e-07,-8.75e-09,"c","4-20","Q","0"
"c|MHBUR1-4-20|Q|336","MHBUR1","336",4,4,6,"336_2",0.16057251,0.03847061,0.107245431,0.073187898,62,62,9444,3,5,2,"Dead","Dead","Dead","Dead",7.4e-07,9.76e-09,-1.41e-07,-8.75e-09,"c","4-20","Q","0"
"a|MHBUR1-4-20|Q|337","MHBUR1","337",1,5,17,"337_1",0.39375611,0.12438061,0.216120638,0.135529833,50,53,7710,3,9,3,"Dead","Dead","Dead","Dead",1.19e-06,2.74e-07,-2.53e-07,-5.52e-08,"a","4-20","Q","0"
"a|MHBUR1-4-20|Q|337","MHBUR1","337",1,5,17,"337_2",0.253749415,0.114783225,0.117694968,0.073437005,68,70,7710,3,9,3,"Dead","Dead","Dead","Dead",1.19e-06,2.74e-07,-2.53e-07,-5.52e-08,"a","4-20","Q","0"
"a|MHBUR1-4-20|Q|338","MHBUR1","338",1,1,9,"338_1",0.45660227,0.143579495,0.235657478,0.165650215,34,31,10237,4,3,1,"Dead","Dead","Dead","Dead",1.32e-06,4.82e-07,1.27e-07,9.13e-09,"a","4-20","Q","0"
"a|MHBUR1-4-20|Q|338","MHBUR1","338",1,1,9,"338_2",0.24798554,0.17594019,0.193273053,0.088242673,59,64,10237,4,3,1,"Dead","Dead","Dead","Dead",1.32e-06,4.82e-07,1.27e-07,9.13e-09,"a","4-20","Q","0"
"c|MHBUR1-4-20|Q|339","MHBUR1","339",4,6,9,"339_1",0.36714978,0.065596705,0.140542553,0.121547303,32,28,2492,2,4,3,"Dead","Dead","Dead","Dead",3.37e-07,2.2e-07,-1.65e-08,5.32e-09,"c","4-20","Q","0"
"e|BWPEM1-9-0|Q|33","BWPEM1","33",3,4,14,"33_1",0.42586753,0.142600065,0.203096599088803,0.108101937554967,50,32,11915,3,5,6,"Dead","Dead","Dead","Dead",7.55e-07,-2.64e-08,2.33e-08,-9.03e-08,"e","9-0","Q","0"
"e|BWPEM1-9-0|Q|33","BWPEM1","33",3,4,14,"33_2",0.1914695,0.06080614,0.203096599088803,0.108101937554967,75,75,11915,3,5,6,"Dead","Dead","Dead","Dead",7.55e-07,-2.64e-08,2.33e-08,-9.03e-08,"e","9-0","Q","0"
"c|MHBUR1-4-20|Q|340","MHBUR1","340",1,2,7,"340_1",0.31280626,0.127109845,0.161389896,0.064761555,53,57,10512,3,2,1,"16","14","73","9",8.1e-07,4.29e-07,5.46e-08,-2.64e-08,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|340","MHBUR1","340",1,2,7,"340_2",0.15365829,0.057523815,0.080742233,0.039244252,61,66,10512,3,2,1,"16","14","73","9",8.1e-07,4.29e-07,5.46e-08,-2.64e-08,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|341","MHBUR1","341",2,3,19,"341_1",0.20338828,0.0992714,0.153475148,0.082773133,43,42,4963,4,3,5,"Dead","Dead","Dead","Dead",7.16e-07,5.69e-08,2.7e-08,8.03e-08,"c","4-20","Q","0"
"c|MHBUR1-4-20|Q|341","MHBUR1","341",2,3,19,"341_2",0.23399322,0.08316595,0.092881629,0.050638226,39,43,4963,4,3,5,"Dead","Dead","Dead","Dead",7.16e-07,5.69e-08,2.7e-08,8.03e-08,"c","4-20","Q","0"
"c|MHBUR1-4-20|Q|344","MHBUR1","344",1,3,15,"344_1",0.34091744,0.110694105,0.217258706,0.120074318,37,39,12668,3,6,5,"Dead","Dead","Dead","Dead",1.26e-06,-4.38e-08,1.4e-08,1.68e-08,"c","4-20","Q","0"
"c|MHBUR1-4-20|Q|344","MHBUR1","344",1,3,15,"344_2",0.258736935,0.115403805,0.24643464,0.118828779,67,71,12668,3,6,5,"Dead","Dead","Dead","Dead",1.26e-06,-4.38e-08,1.4e-08,1.68e-08,"c","4-20","Q","0"
"b|MHBUR1-4-20|Q|345","MHBUR1","345",4,6,14,"345_1",0.196912135,0.175986075,0.21593096,0.16921354,55,56,8731,3,5,4,"Dead","Dead","Dead","Dead",1.54e-06,3.03e-07,-2.23e-07,-6.24e-08,"b","4-20","Q","0"
"e|MHBUR1-4-20|Q|348","MHBUR1","348",3,3,13,"348_2",0.410321685,0.11861864,0.227863434,0.172841849,47,35,17606,5,5,6,"Dead","Dead","Dead","Dead",2.4e-06,8.95e-07,8.5e-08,2.82e-08,"e","4-20","Q","0"
"c|MHBUR1-4-20|Q|349","MHBUR1","349",1,6,8,"349_1",0.291285615,0.136522455,0.212258103,0.123020289,45,37,11241,3,2,1,"29","27","59","14",1.2e-06,2.98e-07,4.94e-08,-4.15e-08,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|349","MHBUR1","349",1,6,8,"349_2",0.28032248,0.114533635,0.19958416,0.111193083,72,70,11241,3,2,1,"29","27","59","14",1.2e-06,2.98e-07,4.94e-08,-4.15e-08,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|350","MHBUR1","350",3,2,3,"350_1",0.403504815,0.150485505,0.268989086,0.076567099,39,44,7252,5,7,5,"11","14","14","10",1.2e-06,6.65e-07,3.83e-07,1.46e-07,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|350","MHBUR1","350",3,2,3,"350_2",0.52686481,0.15516681,0.319150311,0.108101937554967,48,55,7252,5,7,5,"11","14","14","10",1.2e-06,6.65e-07,3.83e-07,1.46e-07,"c","4-20","Q","1"
"c|MHBUR1-4-20|Q|352","MHBUR1","352",1,6,17,"352_1",0.347897375,0.154945615,0.313390996,0.128955553,54,57,11092,4,9,3,"Dead","Dead","Dead","Dead",6.89e-07,1.92e-07,-7.8e-08,3.75e-08,"c","4-20","Q","0"
"c|MHBUR1-4-20|Q|352","MHBUR1","352",1,6,17,"352_2",0.199161705,0.08949994,0.12752374,0.077076145,63,68,11092,4,9,3,"Dead","Dead","Dead","Dead",6.89e-07,1.92e-07,-7.8e-08,3.75e-08,"c","4-20","Q","0"
"b|MHBUR1-4-20|Q|353","MHBUR1","353",2,3,17,"353_1",0.258137425,0.09114851,0.203463938,0.094557015,45,45,9917,4,2,6,"Dead","Dead","Dead","Dead",1.4e-06,1.85e-07,-3.5e-08,-8.63e-08,"b","4-20","Q","0"
