"Tag","petri_dish","population","family","common_garden","ID","gh_bench","gh_col","gh_row","Row_Field","Col_Field","z_RGR1","z_RGR2","z_RGR3","z_RGR4","z_ChlorA","z_ChlorB","z_gluc_Conc","z_flav_Conc","z_Leaf_Len","z_Leaf_Wid","z_TotalLeaf_Area","z_NumberOfLeaves","mortality"
"d|MBSGF1-X1|N|i136","d","MBSGF1","X1","N","i136",5,5,13,8,5,0,0,0,-2.2144076888057,0.73843717699759,0.523341860100035,-0.436524131573829,-0.133580455912244,0.775364408355434,0.899661693631185,-0.455935407824381,-1.18306901078916,"0"
"a|NSLJU1-4-0|V|i137","a","NSLJU1","4-0","V","i137",1,6,7,2,4,1.57900462086242,0.766937540774078,-0.451350612075892,-0.130344425280122,-0.891424773125043,-0.0630293969830075,-1.07694026342769,-0.449831809662011,0.934899163897269,1.25630195230659,1.2808946243128,0.112804254517106,"0"
"a|NSLJU1-4-0|V|i137","a","NSLJU1","4-0","V","i137",1,6,7,2,4,1.57900462086242,0.766937540774078,-0.451350612075892,-0.130344425280122,0.010431411748556,0.12977183804394,0.626007553855135,0.763954636088455,0.934899163897269,1.18497390057151,1.2808946243128,0.112804254517106,"0"
"a|NSLJU1-4-0|V|i138","a","NSLJU1","4-0","V","i138",4,2,5,5,2,0.793865621896657,-1.18096860496482,-0.956446797664165,-0.0839105124623828,-0.33169816341715,-0.0439746639188476,-0.380106519958132,-1.01461547728252,0.855131786126352,0.543021434955776,0.469393513615683,0.112804254517106,"0"
"a|NSLJU1-4-0|V|i138","a","NSLJU1","4-0","V","i138",4,2,5,5,2,0.793865621896657,-1.18096860496482,-0.956446797664165,-0.0839105124623828,-0.473048677056325,-0.324369535333818,0.0948687778334809,0.914174029119595,1.49327080829369,1.68427026271708,0.469393513615683,0.112804254517106,"0"
"a|NSLJU1-4-0|V|i139","a","NSLJU1","4-0","V","i139",2,2,14,2,6,2.54360396244892,-0.346676727450235,0.409787090235297,-0.735806229668287,-0.132807746586368,0.0304417458706847,-0.481251607449337,-0.121549154410894,0.934899163897269,0.757005590161022,1.82003254961466,1.40867751982337,"0"
"b|NSLJU1-4-0|V|i140","b","NSLJU1","4-0","V","i140",1,3,17,8,3,1.01819105017259,-0.681128537378989,0.102022389339217,-0.0238195664629559,-0.435536016248913,0.072363390746234,0.461329119949857,-0.553644754045087,-0.979517902604746,-2.02478842750717,0.612340066641707,0.112804254517106,"0"
"b|NSLJU1-4-0|V|i140","b","NSLJU1","4-0","V","i140",1,3,17,8,3,1.01819105017259,-0.681128537378989,0.102022389339217,-0.0238195664629559,0.110302635181166,0.311383865270418,-0.231184355963544,-0.101267817594333,1.49327080829369,1.75559831445217,0.612340066641707,0.112804254517106,"0"
"c|NSLJU1-4-0|V|i141","c","NSLJU1","4-0","V","i141",1,6,16,6,4,1.35467919258648,0,0,0.0765778368000261,1.653523385503,1.09440873075584,3.47280973997694,1.86945936832677,-1.61765692477208,-2.23877258271241,1.01441401311614,0.112804254517106,"1"
"c|NSLJU1-4-0|V|i141","c","NSLJU1","4-0","V","i141",1,6,16,6,4,1.35467919258648,0,0,0.0765778368000261,1.72674997704512,1.27816955529316,2.2519529552841,1.80277158286215,1.49327080829369,1.47028610751184,1.01441401311614,0.112804254517106,"1"
